Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),UNZ_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNZ_0:Zone Operative Temperature [C](Hourly),UNZ_0:Zone Air Relative Humidity [%](Hourly),UNZ_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),PEOPLE UNZ_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly) 
 11/07  22:00:00,22.7625,40.125,3.875,0.0,23.9824931621592,38.6204337436082,0.0,28.9555716359526 
 11/07  23:00:00,23.2625,37.25,4.375,0.0,24.2042810684196,35.8742995761211,0.0,28.9555716359526 
 11/07  24:00:00,22.5625,39.25,4.,0.0,23.8169570076622,37.6949486888327,0.0,28.9555716359526 
 11/08  01:00:00,22.425,40.625,4.,0.0,23.7687996585911,38.6403529495666,0.0,28.7431984147542 
 11/08  02:00:00,22.0625,42.875,4.625,0.0,23.5172241331352,40.9519539132808,0.0,28.7431984147542 
 11/08  03:00:00,21.2375,47.125,4.375,0.0,22.9914356326637,44.6632511799097,0.0,28.7431984147542 
 11/08  04:00:00,20.2125,51.5,3.375,0.0,22.4125841521504,48.1376405750539,0.0,28.7431984147542 
 11/08  05:00:00,19.675,51.75,3.625,0.0,21.8813734727618,48.5839051912049,0.0,28.7431984147542 
 11/08  06:00:00,18.7875,53.5,4.625,0.0,21.1353004833219,50.1460306021114,0.0,28.7431984147542 
 11/08  07:00:00,18.1125,56.875,3.75,1172522.75206372,20.6039885830987,52.869000415771,0.0,28.7431984147542 
 11/08  08:00:00,17.0625,59.875,2.375,5246618.8817391,20.0256919770687,54.8418037068354,17675423.9638383,28.7431984147542 
 11/08  09:00:00,18.9375,53.5,2.625,7218360.67522262,20.6048606635517,50.4941404426845,0.0,28.7431984147542 
 11/08  10:00:00,21.775,41.5,3.625,7682052.91143614,21.9566673806878,41.8816215453956,0.0,28.7431984147542 
 11/08  11:00:00,23.35,34.5,4.625,7374986.14584013,22.6124826507424,42.1649687143615,0.0,28.7431984147542 
 11/08  12:00:00,24.7375,29.25,5.625,6733624.5639072,23.0231996762992,46.0821145001692,0.0,28.7431984147542 
 11/08  13:00:00,26.1125,24.5,6.,7304395.43327449,23.4500209373396,46.4008061688675,0.0,28.7431984147542 
 11/08  14:00:00,26.85,23.625,5.375,7483848.09415227,23.8502135780312,45.8518670988101,0.0,28.7431984147542 
 11/08  15:00:00,27.0625,22.125,5.625,6420933.74447459,24.1870440803487,45.5939148576854,0.0,28.7431984147542 
 11/08  16:00:00,27.35,21.625,6.,3782704.22394048,24.4097771888921,44.9102577249972,0.0,28.7431984147542 
 11/08  17:00:00,27.125,22.625,5.375,1419865.92383326,24.5998753707938,44.8374202010304,0.0,28.7431984147542 
 11/08  18:00:00,26.025,25.5,4.375,0.0,24.7607063512105,45.1978072926281,0.0,28.7431984147542 
 11/08  19:00:00,25.0625,27.625,4.,0.0,24.8879162448516,45.9981662824358,0.0,28.7431984147542 
 11/08  20:00:00,23.05,34.875,3.375,0.0,24.1226884497127,32.7977124586288,0.0,28.7431984147542 
 11/08  21:00:00,21.,40.875,3.,0.0,23.1198175333275,38.3681266745427,0.0,28.7431984147542 
 11/08  22:00:00,20.4,42.,3.,0.0,22.5883686797334,39.3409159504275,0.0,28.7431984147542 
 11/08  23:00:00,19.4,44.5,3.,0.0,21.9358370751358,41.2663004562163,0.0,28.7431984147542 
 11/08  24:00:00,19.925,42.25,3.625,0.0,21.9019442282092,39.6226243825778,0.0,28.7431984147542 
 11/09  01:00:00,19.6,43.75,3.375,0.0,21.6225315120312,41.2515244958883,0.0,28.5328348564846 
 11/09  02:00:00,17.125,49.75,3.,0.0,20.3534898157612,45.3867014766286,50480984.7645023,28.5328348564846 
 11/09  03:00:00,15.375,50.75,3.,0.0,22.006885243373,38.1159783621973,0.0,28.5328348564846 
 11/09  04:00:00,14.6875,50.,2.375,0.0,22.4384622868121,42.0683629562305,0.0,28.5328348564846 
 11/09  05:00:00,14.625,50.625,0.75,0.0,22.5896382372986,44.6489421561993,0.0,28.5328348564846 
 11/09  06:00:00,14.0125,51.,0.0,0.0,22.6950298232902,46.0671522973199,0.0,28.5328348564846 
 11/09  07:00:00,13.2875,51.625,0.0,1089378.3703567,22.7029228629518,46.535536533665,0.0,28.5328348564846 
 11/09  08:00:00,14.2875,47.625,2.5,4898890.86050935,22.8505058055789,46.0457155944124,0.0,28.5328348564846 
 11/09  09:00:00,16.9375,40.625,4.,6982129.47235121,21.0270037224265,39.2562416844846,40041252.1699096,28.5328348564846 
 11/09  10:00:00,19.4125,37.375,4.,7588794.68997553,21.0985039170081,35.5915942955957,0.0,28.5328348564846 
 11/09  11:00:00,22.075,35.125,4.625,6928214.15705425,22.3235756990328,34.879131595375,0.0,28.5328348564846 
 11/09  12:00:00,24.325,30.875,5.625,6192545.50489732,22.9055762565261,40.5128117210331,0.0,28.5328348564846 
 11/09  13:00:00,25.9375,24.625,7.25,6323321.2798474,23.254251813589,44.0320191201329,0.0,28.5328348564846 
 11/09  14:00:00,26.8125,20.75,8.625,5796224.56587488,23.5630990544176,44.0259140669343,0.0,28.5328348564846 
 11/09  15:00:00,27.25,20.625,7.75,4826261.38432439,23.8291273420494,43.5378113599065,0.0,28.5328348564846 
 11/09  16:00:00,27.5875,18.5,7.625,3238865.86791991,24.0302254411377,43.2750609864275,0.0,28.5328348564846 
 11/09  17:00:00,27.2,17.625,7.375,1345722.68944563,24.2160558645286,41.8535191484769,0.0,28.5328348564846 
 11/09  18:00:00,25.8375,21.125,5.75,0.0,24.3797297274176,41.3412512128425,0.0,28.5328348564846 
 11/09  19:00:00,24.2625,26.125,5.,0.0,24.4190173795618,36.7017409328701,0.0,28.5328348564846 
 11/09  20:00:00,23.2625,27.375,5.,0.0,24.0460620648597,26.5763090195933,0.0,28.5328348564846 
 11/09  21:00:00,22.3125,30.75,4.375,0.0,23.6004954629726,29.6943983280852,0.0,28.5328348564846 
 11/09  22:00:00,21.65,33.,4.625,0.0,23.2003010784193,31.3598809737009,0.0,28.5328348564846 
 11/09  23:00:00,19.1875,36.75,3.75,0.0,21.8264930383438,34.3002790214749,0.0,28.5328348564846 
 11/09  24:00:00,18.55,40.875,3.625,0.0,21.1015210848061,37.9409498046345,0.0,28.5328348564846 
 11/10  01:00:00,19.75,42.625,4.625,0.0,21.4819567839477,40.6233353356726,0.0,28.2709070279351 
 11/10  02:00:00,19.7625,44.875,5.,0.0,21.4497127163205,42.3793749817666,0.0,28.2709070279351 
 11/10  03:00:00,18.8125,49.75,5.,0.0,20.8537778490847,47.0441508602069,0.0,28.2709070279351 
 11/10  04:00:00,16.7125,58.25,3.125,0.0,20.2742990660805,50.3592462592679,27095517.0352413,28.2709070279351 
 11/10  05:00:00,14.8875,59.5,2.,0.0,21.7763936121542,45.6635054756721,0.0,28.2709070279351 
 11/10  06:00:00,13.8375,63.,3.25,0.0,22.0135582988421,49.2079216138596,0.0,28.2709070279351 
 11/10  07:00:00,13.3125,66.,4.,941714.419396089,22.0837756449329,52.0466257647514,0.0,28.2709070279351 
 11/10  08:00:00,13.7,63.5,2.75,4220328.48131828,22.2342936084462,53.0346673485688,0.0,28.2709070279351 
 11/10  09:00:00,16.,54.5,2.625,6276037.67065209,21.2410963320437,50.2859202259358,32631083.488356,28.2709070279351 
 11/10  10:00:00,19.2625,43.75,4.25,7314549.86262642,20.8460225430318,41.575935575907,0.0,28.2709070279351 
 11/10  11:00:00,22.0625,36.875,6.875,7684777.59549358,22.186233747538,38.521052438789,0.0,28.2709070279351 
 11/10  12:00:00,24.,31.875,9.25,7283520.310935,22.6930222833839,43.9853536397635,0.0,28.2709070279351 
 11/10  13:00:00,25.5375,26.25,10.,8239092.37151478,23.0945181806631,46.1442749554861,0.0,28.2709070279351 
 11/10  14:00:00,26.4125,22.75,9.375,8409280.85249628,23.4806646809174,45.7499952568505,0.0,28.2709070279351 
 11/10  15:00:00,26.9125,21.375,9.625,6987840.54200421,23.7991067293276,44.8979686822436,0.0,28.2709070279351 
 11/10  16:00:00,27.0375,19.75,10.625,4228813.54530693,24.01069078543,44.1116046181464,0.0,28.2709070279351 
 11/10  17:00:00,26.625,20.25,10.375,1322090.06839276,24.1694815675129,43.0900244548724,0.0,28.2709070279351 
 11/10  18:00:00,25.65,22.875,8.75,0.0,24.3178506979784,43.0076862108051,0.0,28.2709070279351 
 11/10  19:00:00,24.3875,24.,6.75,0.0,24.4295026653681,43.2941708139343,0.0,28.2709070279351 
 11/10  20:00:00,23.2125,25.25,6.,0.0,23.9830613785871,22.4941548661941,0.0,28.2709070279351 
 11/10  21:00:00,22.3,26.,6.,0.0,23.5782423261498,24.9145149567691,0.0,28.2709070279351 
 11/10  22:00:00,21.75,27.875,6.625,0.0,23.2554599881369,26.5814909884885,0.0,28.2709070279351 
 11/10  23:00:00,21.35,32.125,6.375,0.0,22.9523412126332,30.4271825625667,0.0,28.2709070279351 
 11/10  24:00:00,20.075,36.5,6.,0.0,22.1077450559113,34.6581479087199,0.0,28.2709070279351 
 11/11  01:00:00,18.4625,39.875,5.375,0.0,21.1316617146767,37.2271782643117,0.0,28.0274323492262 
 11/11  02:00:00,18.3375,40.375,5.,0.0,20.7341485259187,37.7714477734408,0.0,28.0274323492262 
 11/11  03:00:00,17.6,40.,5.,0.0,20.1749772551167,37.4677140938236,24403625.4234977,28.0274323492262 
 11/11  04:00:00,16.75,40.625,4.375,0.0,19.4757396198182,37.5623682720491,114733703.865555,28.0274323492262 
 11/11  05:00:00,16.225,40.375,4.,0.0,19.2487816757839,36.1893101913032,175885428.885867,28.0274323492262 
 11/11  06:00:00,15.6875,40.,4.625,0.0,20.7883654619659,32.1557403311144,0.0,28.0274323492262 
 11/11  07:00:00,15.25,40.,4.375,1082663.0022893,21.1520040974459,37.2244403881642,0.0,28.0274323492262 
 11/11  08:00:00,15.975,38.75,4.625,5195955.19923009,20.4401299261353,37.0361224569987,99636855.0644734,28.0274323492262 
 11/11  09:00:00,17.5,36.75,5.,7638749.25852543,19.6308547430502,34.3844847338734,32116210.2885715,28.0274323492262 
 11/11  10:00:00,19.725,32.25,5.625,8554115.76169486,20.6338484431782,31.4551383241731,0.0,28.0274323492262 
 11/11  11:00:00,22.075,26.875,7.25,8628043.92862519,21.7119371457372,29.6274060135974,0.0,28.0274323492262 
 11/11  12:00:00,24.2125,23.125,8.625,7968084.63032008,22.1915451931526,35.2582294634788,0.0,28.0274323492262 
 11/11  13:00:00,26.,19.5,9.625,8846292.4445258,22.6496593712881,38.0787277330952,0.0,28.0274323492262 
 11/11  14:00:00,26.6625,17.375,10.,8978059.00095699,23.0797803864167,38.6860049872621,0.0,28.0274323492262 
 11/11  15:00:00,27.3875,16.375,9.375,7650284.09947493,23.4452877440093,38.6246026627699,0.0,28.0274323492262 
 11/11  16:00:00,27.675,16.,9.,4998964.12694972,23.7108748845306,38.6866388672971,0.0,28.0274323492262 
 11/11  17:00:00,27.0375,16.625,8.375,1772991.83833241,23.8911532940822,38.7140138799706,0.0,28.0274323492262 
 11/11  18:00:00,25.8875,19.5,6.75,0.0,24.0506132321287,39.078339799825,0.0,28.0274323492262 
 11/11  19:00:00,24.525,22.25,5.375,0.0,24.1725034934819,40.1619924595865,0.0,28.0274323492262 
 11/11  20:00:00,23.0625,24.875,5.,0.0,23.8341072872231,26.592441762087,0.0,28.0274323492262 
 11/11  21:00:00,22.0625,25.375,5.625,0.0,23.3627280891938,24.3720621641819,0.0,28.0274323492262 
 11/11  22:00:00,21.6125,24.375,5.375,0.0,23.0451739140945,23.3215250088314,0.0,28.0274323492262 
 11/11  23:00:00,21.1875,26.5,5.625,0.0,22.7540107276989,25.2108966783311,0.0,28.0274323492262 
 11/11  24:00:00,18.875,34.875,5.375,0.0,21.3595455745413,32.779277581814,0.0,28.0274323492262 
 11/12  01:00:00,16.5375,40.25,4.375,0.0,20.5534583691881,34.762524538115,68171676.7046767,27.8021429375853 
 11/12  02:00:00,15.9,38.5,4.,0.0,22.3303239279626,31.7153159264729,0.0,27.8021429375853 
 11/12  03:00:00,14.9625,38.25,4.625,0.0,22.5607148116029,36.2367196130657,0.0,27.8021429375853 
 11/12  04:00:00,12.9625,43.375,3.125,0.0,22.6440832574822,38.5578471095662,0.0,27.8021429375853 
 11/12  05:00:00,11.85,42.25,2.625,0.0,22.6903963382019,39.4046012645345,0.0,27.8021429375853 
 11/12  06:00:00,11.2625,39.375,3.625,0.0,22.7111251141077,38.654113499054,0.0,27.8021429375853 
 11/12  07:00:00,10.375,44.,1.5,1354076.23447499,22.6600219466022,38.2269100147444,0.0,27.8021429375853 
 11/12  08:00:00,10.,45.125,0.0,6558205.30072113,22.7500363111729,38.1460032031868,0.0,27.8021429375853 
 11/12  09:00:00,12.1875,37.75,2.5,8543575.7281463,22.9744230323557,37.3644614646544,0.0,27.8021429375853 
 11/12  10:00:00,15.1875,29.625,4.625,8686968.78515252,22.5101549008565,33.6678641573736,58136175.8574689,27.8021429375853 
 11/12  11:00:00,17.7625,26.375,4.375,7829947.02973061,20.4187919430407,24.5846206102944,27456851.8793278,27.8021429375853 
 11/12  12:00:00,20.2625,24.125,4.625,6985769.21329225,21.4651140929073,23.1438321122706,0.0,27.8021429375853 
 11/12  13:00:00,22.5125,18.625,5.,7605240.62199907,22.4403826935139,21.2703675898806,0.0,27.8021429375853 
 11/12  14:00:00,24.425,14.75,5.625,7340551.37158799,22.9048629345685,26.5752516146079,0.0,27.8021429375853 
 11/12  15:00:00,25.35,15.25,6.,7112362.76786121,23.2216014317045,30.1939868439853,0.0,27.8021429375853 
 11/12  16:00:00,25.5,16.,6.,5781465.43568146,23.483463587727,32.9171057580477,0.0,27.8021429375853 
 11/12  17:00:00,25.375,16.625,5.375,1938410.60191347,23.640861817215,34.679120779351,0.0,27.8021429375853 
 11/12  18:00:00,24.1125,19.5,3.75,0.0,23.7597534359843,36.164346791213,0.0,27.8021429375853 
 11/12  19:00:00,21.2125,24.125,3.625,0.0,22.5779832701485,22.4350486602393,0.0,27.8021429375853 
 11/12  20:00:00,19.15,27.875,2.75,0.0,21.5761328611389,25.9008296343552,0.0,27.8021429375853 
 11/12  21:00:00,17.3875,29.,3.25,0.0,20.4806982637616,26.5374343801338,30600896.2566597,27.8021429375853 
 11/12  22:00:00,15.9125,29.625,2.75,0.0,20.5480031506775,24.3205280812453,67809873.2083407,27.8021429375853 
 11/12  23:00:00,14.8125,35.,0.75,0.0,21.9169850574443,26.8384981207996,0.0,27.8021429375853 
 11/12  24:00:00,14.275,38.625,0.0,0.0,22.0761065360367,33.15624157512,0.0,27.8021429375853 
 11/13  01:00:00,12.2625,44.,0.0,0.0,22.1471156055267,36.8389811897142,0.0,27.459502061888 
 11/13  02:00:00,10.725,39.5,0.0,0.0,22.1731784029184,37.8954980298482,0.0,27.459502061888 
 11/13  03:00:00,9.8125,36.25,0.0,0.0,22.1729113884354,36.4731531973607,0.0,27.459502061888 
 11/13  04:00:00,10.0875,38.875,0.0,0.0,22.1676548244684,35.6214364293185,0.0,27.459502061888 
 11/13  05:00:00,9.8125,42.5,0.0,0.0,22.1395289334482,36.0924642709618,0.0,27.459502061888 
 11/13  06:00:00,8.9,45.25,0.0,0.0,22.0769918132723,36.6324389860587,0.0,27.459502061888 
 11/13  07:00:00,7.9125,45.375,0.0,900559.302560352,21.9237700523269,36.9760134516934,0.0,27.459502061888 
 11/13  08:00:00,8.0625,43.125,0.0,4369251.59108729,21.8854111948538,36.2933754109133,0.0,27.459502061888 
 11/13  09:00:00,11.3375,38.25,0.0,6351729.52863956,22.0363068873475,35.7167945924256,0.0,27.459502061888 
 11/13  10:00:00,15.5375,34.75,0.0,7561766.5153747,21.260000903605,33.3430015952055,185888.378117782,27.459502061888 
 11/13  11:00:00,19.1875,27.125,1.25,7640626.94680433,20.8143853327247,25.9495948476193,0.0,27.459502061888 
 11/13  12:00:00,21.8125,25.5,0.75,7172049.62902387,21.9356615998683,24.9592827214426,0.0,27.459502061888 
 11/13  13:00:00,23.85,27.,0.0,8237566.04640998,22.3892884802005,33.2962782933798,0.0,27.459502061888 
 11/13  14:00:00,25.225,25.125,0.0,9205877.39446448,22.7776107147344,39.2350266875816,0.0,27.459502061888 
 11/13  15:00:00,26.475,27.125,1.25,8133195.98583514,23.127048340718,42.9610830188699,0.0,27.459502061888 
 11/13  16:00:00,26.375,27.125,2.625,5350387.29783616,23.3635756099786,46.8417937864416,0.0,27.459502061888 
 11/13  17:00:00,25.375,26.,3.625,1742901.48064451,23.4938384503481,47.5920974059044,0.0,27.459502061888 
 11/13  18:00:00,23.25,31.625,3.375,0.0,23.3615095129544,39.3456507005017,0.0,27.459502061888 
 11/13  19:00:00,20.5125,39.375,3.,0.0,22.234727401448,37.252865580706,0.0,27.459502061888 
 11/13  20:00:00,18.6875,45.75,1.125,0.0,21.3038492974117,41.888008733877,0.0,27.459502061888 
 11/13  21:00:00,16.6375,50.5,1.875,0.0,20.3668273968181,44.100947133818,16502433.4772054,27.459502061888 
 11/13  22:00:00,14.45,54.5,2.375,0.0,21.9965101392319,39.5242017732717,0.0,27.459502061888 
 11/13  23:00:00,13.2625,53.5,2.625,0.0,22.1683874977124,43.7945211916547,0.0,27.459502061888 
 11/13  24:00:00,12.375,56.375,1.125,0.0,22.2336372093564,45.3593983982944,0.0,27.459502061888 
 11/14  01:00:00,12.,61.5,0.0,0.0,22.2725640281722,46.8237792432385,0.0,27.0896714376029 
 11/14  02:00:00,10.375,65.5,0.0,0.0,22.2605169648802,48.0193340484252,0.0,27.0896714376029 
 11/14  03:00:00,9.9625,68.25,0.0,0.0,22.2360709399375,48.0014208184644,0.0,27.0896714376029 
 11/14  04:00:00,9.4875,68.375,0.0,0.0,22.193747194206,48.3660929999051,0.0,27.0896714376029 
 11/14  05:00:00,9.875,69.25,0.0,0.0,22.1507635433884,48.1912238426576,0.0,27.0896714376029 
 11/14  06:00:00,10.525,68.75,0.0,0.0,22.1132601130931,49.0717074119259,0.0,27.0896714376029 
 11/14  07:00:00,11.2875,64.25,0.0,1103569.91831685,22.0163040624178,49.8537939125602,0.0,27.0896714376029 
 11/14  08:00:00,11.8875,61.375,0.0,5005554.48715351,22.0597905851133,49.6973206844336,0.0,27.0896714376029 
 11/14  09:00:00,13.875,59.75,0.0,7243815.2090488,22.2476713931402,49.7618140475868,0.0,27.0896714376029 
 11/14  10:00:00,17.375,59.625,0.0,7913789.12442032,21.2374703862032,52.5609695026967,0.0,27.0896714376029 
 11/14  11:00:00,20.7375,54.375,1.875,7664741.8023843,21.7117126852945,52.0164563838944,0.0,27.0896714376029 
 11/14  12:00:00,23.2125,42.25,4.25,7031484.58516867,22.4994786681323,53.3325067848377,0.0,27.0896714376029 
 11/14  13:00:00,25.25,34.5,5.625,7684274.35925595,22.8236720162214,55.0453869495531,0.0,27.0896714376029 
 11/14  14:00:00,26.,34.25,5.375,7769710.87381843,23.1378942020752,55.7116340596987,0.0,27.0896714376029 
 11/14  15:00:00,25.9375,36.25,5.,6972642.66829895,23.4127424942223,56.9177515682542,0.0,27.0896714376029 
 11/14  16:00:00,25.8375,37.,5.625,4613285.48889149,23.6026691366156,58.2829811973206,0.0,27.0896714376029 
 11/14  17:00:00,24.8,42.,6.,1499391.44361128,23.7139093846554,59.5743763800412,0.0,27.0896714376029 
 11/14  18:00:00,23.45,45.,5.375,0.0,23.7338327148906,54.5110882620659,0.0,27.0896714376029 
 11/14  19:00:00,22.25,49.375,4.375,0.0,23.196737699221,48.0619720351348,0.0,27.0896714376029 
 11/14  20:00:00,21.3625,57.,4.,0.0,22.7645360512805,54.0219703186859,0.0,27.0896714376029 
 11/14  21:00:00,21.0375,64.375,3.375,0.0,22.5444250517547,60.6129957153661,0.0,27.0896714376029 
 11/14  22:00:00,20.,71.375,3.,0.0,21.8392004739677,67.4278712909786,0.0,27.0896714376029 
 11/14  23:00:00,17.7125,77.75,2.375,0.0,20.6193872149029,71.5035457174795,5811292.72259348,27.0896714376029 
 11/14  24:00:00,16.8875,76.25,2.,0.0,19.6229046873131,71.1728635568616,19216577.3601223,27.0896714376029 
 11/15  01:00:00,17.375,75.25,2.625,0.0,19.8696669280594,69.1341222880932,4166237.03376994,26.7828629452383 
 11/15  02:00:00,17.225,76.625,1.125,0.0,19.6863891316794,70.3301174283409,0.0,26.7828629452383 
 11/15  03:00:00,16.875,70.75,1.25,0.0,19.1956351693552,65.9589027910377,19101712.9262204,26.7828629452383 
 11/15  04:00:00,16.8,68.25,0.75,0.0,19.0756589726987,62.8030748051748,11949952.558217,26.7828629452383 
 11/15  05:00:00,17.05,66.5,0.0,0.0,19.2808794319439,60.4789687164102,0.0,26.7828629452383 
 11/15  06:00:00,17.1375,67.5,1.875,0.0,19.172119800753,62.2691543009844,11275911.2639809,26.7828629452383 
 11/15  07:00:00,17.35,72.75,2.375,1055988.09922135,19.0470183131453,68.091293861477,4515375.34721473,26.7828629452383 
 11/15  08:00:00,19.375,78.125,2.625,4732436.75355961,19.818814796944,74.9691879977735,0.0,26.7828629452383 
 11/15  09:00:00,22.,75.,4.875,6971229.90657069,20.7479323084257,77.6210994522771,0.0,26.7828629452383 
 11/15  10:00:00,24.0875,69.5,6.,7625581.50190943,21.2437915103756,84.5566202452663,0.0,26.7828629452383 
 11/15  11:00:00,26.05,66.125,6.625,7302462.08830638,21.6987781192272,89.7201399768293,0.0,26.7828629452383 
 11/15  12:00:00,26.925,65.625,7.,6751383.35153808,22.101156239867,94.1194991856277,0.0,26.7828629452383 
 11/15  13:00:00,27.625,64.75,7.,7470090.91689434,22.5289715809735,96.6714229843121,0.0,26.7828629452383 
 11/15  14:00:00,27.625,65.875,7.625,7620140.90157914,22.9323649896632,98.2725204247421,0.0,26.7828629452383 
 11/15  15:00:00,26.8375,66.375,7.375,6712608.9115438,23.2689492660296,98.5149203577375,0.0,26.7828629452383 
 11/15  16:00:00,25.875,70.375,8.25,4350744.80728643,23.4953332060211,97.507685999152,0.0,26.7828629452383 
 11/15  17:00:00,25.25,75.5,8.375,1232843.19129065,23.6519656943637,97.7083770379329,0.0,26.7828629452383 
 11/15  18:00:00,24.5375,77.625,7.375,0.0,23.8046833890699,97.945271763588,0.0,26.7828629452383 
 11/15  19:00:00,24.1375,74.25,3.875,0.0,23.9287310659765,96.4687578345681,0.0,26.7828629452383 
 11/15  20:00:00,24.0375,70.125,3.25,0.0,24.0483431844872,93.0386175157203,0.0,26.7828629452383 
 11/15  21:00:00,23.75,72.75,3.375,0.0,24.1594994804168,90.2751525362537,0.0,26.7828629452383 
 11/15  22:00:00,23.2875,77.5,2.375,0.0,23.8809803074654,73.6977359168422,0.0,26.7828629452383 
 11/15  23:00:00,22.725,79.625,2.625,0.0,23.7170533733507,76.1203471827633,0.0,26.7828629452383 
 11/15  24:00:00,22.1875,81.25,3.,0.0,23.4536497814699,77.6909487210106,0.0,26.7828629452383 
 11/16  01:00:00,21.875,84.5,2.375,0.0,23.2885098705283,79.7579203927383,0.0,26.6321147359526 
 11/16  02:00:00,20.675,86.,0.75,0.0,22.6876742983519,79.8508100416162,0.0,26.6321147359526 
 11/16  03:00:00,20.875,87.875,1.25,0.0,22.534640557193,82.809788954466,0.0,26.6321147359526 
 11/16  04:00:00,21.4,90.875,2.625,0.0,22.6984855610817,86.4163029339166,0.0,26.6321147359526 
 11/16  05:00:00,21.7125,92.,3.,0.0,22.869860707339,87.8417725248915,0.0,26.6321147359526 
 11/16  06:00:00,22.025,93.25,2.375,0.0,22.9943811700148,89.3290286329576,0.0,26.6321147359526 
 11/16  07:00:00,22.0375,93.375,2.,1031103.13740471,23.0676453349129,89.0966012789419,0.0,26.6321147359526 
 11/16  08:00:00,21.875,93.,2.625,4833993.73315705,23.0564697454678,88.8741487317161,0.0,26.6321147359526 
 11/16  09:00:00,22.175,89.875,3.625,7103744.87402221,23.2250323987983,86.6559307174116,0.0,26.6321147359526 
 11/16  10:00:00,23.275,83.625,4.625,7928847.37785832,23.8156343776139,81.0210437051407,0.0,26.6321147359526 
 11/16  11:00:00,23.7375,76.625,5.,7767789.67574851,24.144193303907,74.7963386721994,0.0,26.6321147359526 
 11/16  12:00:00,24.2625,71.5,5.,7099830.77001548,24.6475021774893,74.0677811434355,0.0,26.6321147359526 
 11/16  13:00:00,24.475,68.75,5.,7579884.63654839,24.9435055607847,79.2923640723934,0.0,26.6321147359526 
 11/16  14:00:00,25.0875,64.875,5.,7708637.45551847,25.2228345466155,80.3745031404194,0.0,26.6321147359526 
 11/16  15:00:00,25.4375,64.25,5.,6916859.64608755,25.4613888185386,80.6598860776124,0.0,26.6321147359526 
 11/16  16:00:00,25.525,66.25,4.375,4771207.62699832,25.6114853031427,81.6570529205953,0.0,26.6321147359526 
 11/16  17:00:00,25.225,68.25,4.,1480796.75163212,25.6146924575492,77.0383562422964,0.0,26.6321147359526 
 11/16  18:00:00,24.375,71.5,3.375,0.0,25.1879810720676,69.1455250848686,0.0,26.6321147359526 
 11/16  19:00:00,23.4375,72.375,3.,0.0,24.7738444412172,68.919192397023,0.0,26.6321147359526 
 11/16  20:00:00,22.6625,73.25,2.375,0.0,24.3001827856212,68.8956041061085,0.0,26.6321147359526 
 11/16  21:00:00,21.5875,77.75,0.75,0.0,23.7315746561459,71.9476706925134,0.0,26.6321147359526 
 11/16  22:00:00,20.5375,80.625,0.0,0.0,23.2955682254087,72.2740599310661,0.0,26.6321147359526 
 11/16  23:00:00,20.1375,81.625,0.0,0.0,22.933847380987,72.8318341697484,0.0,26.6321147359526 
 11/16  24:00:00,19.9125,80.125,0.0,0.0,22.6457337929276,71.8193710963692,0.0,26.6321147359526 
 11/17  01:00:00,18.9875,81.5,0.0,0.0,22.1087873416735,72.0084262760409,0.0,26.5015303558653 
 11/17  02:00:00,18.5625,84.25,0.0,0.0,21.7143150629192,74.0257071790488,0.0,26.5015303558653 
 11/17  03:00:00,18.225,86.875,0.0,0.0,21.3613280226355,76.5174151130379,0.0,26.5015303558653 
 11/17  04:00:00,18.,86.125,0.0,0.0,21.0630928081278,76.0302059987758,0.0,26.5015303558653 
 11/17  05:00:00,18.375,85.625,0.0,0.0,21.0145911726239,76.5183962182113,0.0,26.5015303558653 
 11/17  06:00:00,17.9125,87.875,0.0,0.0,20.7098187121237,78.4747986514645,0.0,26.5015303558653 
 11/17  07:00:00,16.9375,89.625,0.0,1231030.6687955,20.1719770702724,78.771657690608,0.0,26.5015303558653 
 11/17  08:00:00,16.5375,91.875,0.0,5427757.33174602,19.8849987502761,80.1531071993145,0.0,26.5015303558653 
 11/17  09:00:00,18.6875,86.125,0.0,7590708.34424433,20.6118213710479,78.2988345896642,0.0,26.5015303558653 
 11/17  10:00:00,21.,76.375,1.25,8179620.97478243,21.6088478588328,73.8535263946681,0.0,26.5015303558653 
 11/17  11:00:00,23.725,61.125,0.75,7866712.58477399,22.3329422973915,72.7274004382422,0.0,26.5015303558653 
 11/17  12:00:00,26.,50.25,0.0,7198139.88121672,22.7784858358058,74.5830771986839,0.0,26.5015303558653 
 11/17  13:00:00,26.9125,44.875,1.25,7577538.09375258,23.2223231533743,73.6935313764024,0.0,26.5015303558653 
 11/17  14:00:00,27.35,40.5,2.625,7768263.1637696,23.6421963949791,71.0922470400573,0.0,26.5015303558653 
 11/17  15:00:00,27.5,38.375,3.,7178105.50632667,24.0128562584229,68.1009331229625,0.0,26.5015303558653 
 11/17  16:00:00,27.375,39.875,3.,5105691.94476042,24.2922832660408,66.3590891494651,0.0,26.5015303558653 
 11/17  17:00:00,27.3625,37.875,1.125,1721858.41481652,24.4782182637725,65.5123071914535,0.0,26.5015303558653 
